gene_name,logFC,logCPM,PValue,FDR,Condition
ENSG00000236671,0.310096761133577,7.19891885267254,0.0868846582380744,1,CMS PostHem Vs. CMS PreHem
ENSG00000137198,-0.730378606643163,6.29351176553585,0.0894423426037545,1,CMS PostHem Vs. CMS PreHem
ENSG00000231721,0.2729214453248,6.78282292429698,0.0903730757927002,1,CMS PostHem Vs. CMS PreHem
ENSG00000229474,0.724403404677877,5.33503751313608,0.0906077226825619,1,CMS PostHem Vs. CMS PreHem
ENSG00000248360,0.332243899234188,7.13105708891417,0.0916993953234819,1,CMS PostHem Vs. CMS PreHem
ENSG00000126838,1.09806938403969,4.8118513505704,0.0929413219318368,1,CMS PostHem Vs. CMS PreHem
ENSG00000160445,-0.543201428270341,7.03896228393126,0.094031584575976,1,CMS PostHem Vs. CMS PreHem
ENSG00000241956,0.342588969279325,7.22014404303472,0.0947984983023081,1,CMS PostHem Vs. CMS PreHem
ENSG00000204010,-1.02182567995558,5.82672969645829,0.0954165591291398,1,CMS PostHem Vs. CMS PreHem
ENSG00000105281,-0.59989176658188,6.52278791328212,0.0958731617635938,1,CMS PostHem Vs. CMS PreHem
ENSG00000004939,-0.900141532844448,10.1124912940055,0.0964933044240188,1,CMS PostHem Vs. CMS PreHem
ENSG00000198055,-0.218315901635224,7.09932865980525,0.0976701063086521,1,CMS PostHem Vs. CMS PreHem
ENSG00000167815,-0.688125534228501,6.04057104961638,0.0984434118024751,1,CMS PostHem Vs. CMS PreHem
ENSG00000165678,-0.294098210856868,6.68272421664163,0.0988850793787705,1,CMS PostHem Vs. CMS PreHem
ENSG00000121691,-0.437993276748576,7.29681272670378,0.0991751533165517,1,CMS PostHem Vs. CMS PreHem
ENSG00000286746,0.300258036347517,7.37311991330375,0.101606355218851,1,CMS PostHem Vs. CMS PreHem
ENSG00000249348,0.338619885358572,7.18522909224179,0.101766799842644,1,CMS PostHem Vs. CMS PreHem
ENSG00000197563,0.267684282398631,6.59534542831658,0.106051251518982,1,CMS PostHem Vs. CMS PreHem
ENSG00000245105,0.972096013915299,5.37953574656677,0.106386775466048,1,CMS PostHem Vs. CMS PreHem
ENSG00000034152,-0.576443233629471,7.45724498486166,0.108116676353283,1,CMS PostHem Vs. CMS PreHem
ENSG00000151131,0.291701963163953,7.36742165677214,0.108160556607449,1,CMS PostHem Vs. CMS PreHem
ENSG00000159388,-0.256521283487079,6.6253388196603,0.109413652952254,1,CMS PostHem Vs. CMS PreHem
ENSG00000186591,-0.547102290383869,7.51444759850944,0.111673129436582,1,CMS PostHem Vs. CMS PreHem
ENSG00000139187,0.831952336416427,5.15394129709585,0.114548561080442,1,CMS PostHem Vs. CMS PreHem
ENSG00000145901,-0.278939564997525,7.45043438975295,0.114601388490972,1,CMS PostHem Vs. CMS PreHem
ENSG00000070182,-0.723220785506533,7.53290798225094,0.115552588089769,1,CMS PostHem Vs. CMS PreHem
ENSG00000279417,0.307251101890496,7.28531718385519,0.116390320533554,1,CMS PostHem Vs. CMS PreHem
ENSG00000137216,-0.606532625245901,6.50946582360306,0.11660654180001,1,CMS PostHem Vs. CMS PreHem
ENSG00000198833,-0.39239177808351,6.30775266514191,0.116932196750572,1,CMS PostHem Vs. CMS PreHem
ENSG00000130830,-0.651013607258565,8.62754861273066,0.11727297208872,1,CMS PostHem Vs. CMS PreHem
ENSG00000149212,-0.402657594054801,7.96874592415195,0.117442056767128,1,CMS PostHem Vs. CMS PreHem
ENSG00000143761,-0.311252281687767,7.80677250128717,0.118676669444325,1,CMS PostHem Vs. CMS PreHem
ENSG00000250802,0.289318470419125,6.61001784795058,0.120668975791316,1,CMS PostHem Vs. CMS PreHem
ENSG00000117592,-0.448932728874306,7.17744369554142,0.12671672473712,1,CMS PostHem Vs. CMS PreHem
ENSG00000266412,-0.553234782481168,10.6389647873527,0.128599770102215,1,CMS PostHem Vs. CMS PreHem
ENSG00000196911,0.242827492501363,6.79652528291352,0.128701448375758,1,CMS PostHem Vs. CMS PreHem
ENSG00000283674,0.306743714885125,6.68927635564618,0.128765792360097,1,CMS PostHem Vs. CMS PreHem
ENSG00000175054,0.291536861828524,6.49982609369427,0.129437619236615,1,CMS PostHem Vs. CMS PreHem
ENSG00000269514,0.270718402132175,6.34397862169874,0.129525353994631,1,CMS PostHem Vs. CMS PreHem
ENSG00000181788,-0.658970087291495,6.98994028808382,0.130587095878868,1,CMS PostHem Vs. CMS PreHem
ENSG00000143416,-0.776250438521776,7.85629557995046,0.13100280874503,1,CMS PostHem Vs. CMS PreHem
ENSG00000133193,-0.533712240348401,7.05479838210645,0.131516035067855,1,CMS PostHem Vs. CMS PreHem
ENSG00000286827,0.292369877040831,7.10989711319412,0.131825078895303,1,CMS PostHem Vs. CMS PreHem
ENSG00000113558,-0.282245506050867,7.10414875087734,0.131912342877999,1,CMS PostHem Vs. CMS PreHem
ENSG00000121104,-0.453492194033535,6.61190822495233,0.132296398232906,1,CMS PostHem Vs. CMS PreHem
ENSG00000060237,-0.488248178590192,9.03044031334802,0.134387757664182,1,CMS PostHem Vs. CMS PreHem
ENSG00000179632,-0.40043122539616,6.92712579834846,0.135228082801635,1,CMS PostHem Vs. CMS PreHem
ENSG00000118816,-0.329502384350002,8.06566085510938,0.137286010133037,1,CMS PostHem Vs. CMS PreHem
ENSG00000122417,0.281220613365425,6.31900299908098,0.138300165922996,1,CMS PostHem Vs. CMS PreHem
ENSG00000115419,0.251465077957929,7.15549278641714,0.139978824644782,1,CMS PostHem Vs. CMS PreHem
ENSG00000233276,-0.552806999515217,8.1449378808323,0.14035983141059,1,CMS PostHem Vs. CMS PreHem
ENSG00000110955,-0.277063425202247,7.37267819030105,0.140658554922867,1,CMS PostHem Vs. CMS PreHem
ENSG00000154451,0.453299073804313,8.38995302539234,0.141015904477736,1,CMS PostHem Vs. CMS PreHem
ENSG00000034713,-0.434784536669979,6.51339273660037,0.14417657705708,1,CMS PostHem Vs. CMS PreHem
ENSG00000203930,-0.579650473544814,7.17099491333973,0.146655808171464,1,CMS PostHem Vs. CMS PreHem
ENSG00000158828,-0.438169021149249,7.09042045093876,0.148605902764225,1,CMS PostHem Vs. CMS PreHem
ENSG00000221963,0.362323495921128,8.00656262737723,0.149768068753403,1,CMS PostHem Vs. CMS PreHem
ENSG00000133816,-0.476177928625423,8.18528335825419,0.15009961081415,1,CMS PostHem Vs. CMS PreHem
ENSG00000167986,-0.37705949382746,7.28465489853704,0.151028401043773,1,CMS PostHem Vs. CMS PreHem
ENSG00000133606,-0.609567625888549,10.2761788938743,0.151733391118347,1,CMS PostHem Vs. CMS PreHem
ENSG00000168785,-0.484644412825172,6.70229802175542,0.152199157734696,1,CMS PostHem Vs. CMS PreHem
ENSG00000153113,0.212513993373166,7.21604829319287,0.152515441507628,1,CMS PostHem Vs. CMS PreHem
ENSG00000090615,-0.244671347304565,6.61354820500282,0.15253561129183,1,CMS PostHem Vs. CMS PreHem
ENSG00000213639,-0.2434875249216,7.32244187376432,0.152597514710703,1,CMS PostHem Vs. CMS PreHem
ENSG00000112335,-0.473067887315985,6.71918225660469,0.152907116081554,1,CMS PostHem Vs. CMS PreHem
ENSG00000101782,-0.593855825590924,8.40158048542908,0.155610666754661,1,CMS PostHem Vs. CMS PreHem
ENSG00000162722,-0.766956074115591,8.40265736551571,0.156725101383019,1,CMS PostHem Vs. CMS PreHem
ENSG00000133742,-1.05350277193158,7.30671926771001,0.157035804120508,1,CMS PostHem Vs. CMS PreHem
ENSG00000022840,-0.571428016816169,9.17098898431144,0.157291610018948,1,CMS PostHem Vs. CMS PreHem
ENSG00000156515,-0.506888313159044,7.35029870442995,0.157615406180619,1,CMS PostHem Vs. CMS PreHem
ENSG00000237296,0.346382861046932,7.50365131447948,0.159383862200236,1,CMS PostHem Vs. CMS PreHem
ENSG00000235823,0.296706252451777,9.37170871358214,0.160038995816009,1,CMS PostHem Vs. CMS PreHem
ENSG00000184481,-0.54409933168945,7.08662160782284,0.160853938351702,1,CMS PostHem Vs. CMS PreHem
ENSG00000133069,-0.67593670108548,5.98815053440003,0.162103669652591,1,CMS PostHem Vs. CMS PreHem
ENSG00000140564,-0.366659928057703,7.43522024255622,0.162354368962915,1,CMS PostHem Vs. CMS PreHem
ENSG00000099804,-0.485409782295664,7.23115385020749,0.163113619196879,1,CMS PostHem Vs. CMS PreHem
ENSG00000135976,0.346374461489157,6.27193011345526,0.163146389841339,1,CMS PostHem Vs. CMS PreHem
ENSG00000122484,0.225633331093845,7.52592937419742,0.163714703334037,1,CMS PostHem Vs. CMS PreHem
ENSG00000147454,-0.586739332428547,11.2047608746529,0.165163364168177,1,CMS PostHem Vs. CMS PreHem
ENSG00000219626,0.216159759409466,6.45523169242507,0.165469161009444,1,CMS PostHem Vs. CMS PreHem
ENSG00000087460,-0.320144701939045,8.3418073010733,0.166216702142785,1,CMS PostHem Vs. CMS PreHem
ENSG00000115649,-0.40402576199318,6.58748580760007,0.167713450851866,1,CMS PostHem Vs. CMS PreHem
ENSG00000090013,-0.483061943671201,7.35846836194729,0.168081216881381,1,CMS PostHem Vs. CMS PreHem
ENSG00000198876,-0.610721783701629,10.5242839031071,0.168457818221123,1,CMS PostHem Vs. CMS PreHem
ENSG00000150093,0.423168367190637,8.10657072988196,0.168487300353563,1,CMS PostHem Vs. CMS PreHem
ENSG00000230590,0.256468717522621,7.55335108946299,0.168707530560323,1,CMS PostHem Vs. CMS PreHem
ENSG00000107521,-0.348595696769414,7.05322768529877,0.169034064924939,1,CMS PostHem Vs. CMS PreHem
ENSG00000287306,0.260307911234911,6.62852327260387,0.169062988633944,1,CMS PostHem Vs. CMS PreHem
ENSG00000117228,0.484267740493484,6.59947372187771,0.169099660812491,1,CMS PostHem Vs. CMS PreHem
ENSG00000286293,0.272139435978071,6.97372997372475,0.169395932505432,1,CMS PostHem Vs. CMS PreHem
ENSG00000069702,0.578085631734165,6.47590418780446,0.170115191040994,1,CMS PostHem Vs. CMS PreHem
ENSG00000274265,0.230258077220908,7.48278771943215,0.170347061768091,1,CMS PostHem Vs. CMS PreHem
ENSG00000183597,-0.347902406144729,6.64858811981336,0.170382924829878,1,CMS PostHem Vs. CMS PreHem
ENSG00000151338,0.245655392145977,6.63545417704241,0.172326835507883,1,CMS PostHem Vs. CMS PreHem
ENSG00000177565,-0.179319724270306,7.30271312777033,0.173953271337642,1,CMS PostHem Vs. CMS PreHem
ENSG00000104904,-0.355004856564922,10.0198365397709,0.174881099306967,1,CMS PostHem Vs. CMS PreHem
ENSG00000226026,0.247950638330355,7.15859044583124,0.175871973341767,1,CMS PostHem Vs. CMS PreHem
ENSG00000125818,-0.427562101981314,7.81152667514214,0.176323981266578,1,CMS PostHem Vs. CMS PreHem
ENSG00000115415,0.348468018935107,8.33245225886587,0.176812963916563,1,CMS PostHem Vs. CMS PreHem
ENSG00000169554,0.279319671992581,8.49453375655029,0.177035603314245,1,CMS PostHem Vs. CMS PreHem
ENSG00000115977,0.291940327482419,6.95821707032933,0.178313725900217,1,CMS PostHem Vs. CMS PreHem
ENSG00000186470,0.263408257813697,7.35070987065426,0.17868156428867,1,CMS PostHem Vs. CMS PreHem
ENSG00000132965,-0.34218018625383,6.40717858473395,0.178852154944997,1,CMS PostHem Vs. CMS PreHem
ENSG00000107742,-0.363445966420986,7.46256846250171,0.179282481171142,1,CMS PostHem Vs. CMS PreHem
ENSG00000138867,-0.432994919834272,8.40622576313815,0.181080095629721,1,CMS PostHem Vs. CMS PreHem
ENSG00000148175,-0.42882690562418,7.03976134269781,0.183386744499471,1,CMS PostHem Vs. CMS PreHem
ENSG00000286834,0.293407734578831,9.09493644848657,0.183758152759971,1,CMS PostHem Vs. CMS PreHem
ENSG00000009307,-0.267812845598719,8.62781990273495,0.184512918284499,1,CMS PostHem Vs. CMS PreHem
ENSG00000183508,-0.697149182567797,10.8023798092726,0.184593534658217,1,CMS PostHem Vs. CMS PreHem
ENSG00000123240,-0.423789450035059,7.37779637728145,0.185170083406908,1,CMS PostHem Vs. CMS PreHem
ENSG00000133138,0.276943896776077,6.38289043635853,0.18626212852235,1,CMS PostHem Vs. CMS PreHem
ENSG00000180667,-0.585814390158147,7.3595348812853,0.186748817664479,1,CMS PostHem Vs. CMS PreHem
ENSG00000079308,-0.654188720833552,8.40497592726479,0.187675124632813,1,CMS PostHem Vs. CMS PreHem
ENSG00000151883,0.174499625182937,8.01848672921121,0.189403261340474,1,CMS PostHem Vs. CMS PreHem
ENSG00000069493,0.300352700261117,7.16090716014151,0.190282152638806,1,CMS PostHem Vs. CMS PreHem
ENSG00000171552,-0.556516142498223,9.44614207883754,0.190481452342856,1,CMS PostHem Vs. CMS PreHem
ENSG00000100453,0.566826842497452,6.24245939126458,0.190861922435207,1,CMS PostHem Vs. CMS PreHem
ENSG00000135926,-0.189222968342554,6.93956311611123,0.191032312766607,1,CMS PostHem Vs. CMS PreHem
ENSG00000247199,0.264057278164123,8.51880237317352,0.191293811307223,1,CMS PostHem Vs. CMS PreHem
ENSG00000184792,-0.628100480750539,7.30428718893996,0.191481650554311,1,CMS PostHem Vs. CMS PreHem
ENSG00000233705,0.222214610722001,6.89482919001812,0.192765069386266,1,CMS PostHem Vs. CMS PreHem
ENSG00000166377,0.195770636218429,7.11297877453068,0.195999767486713,1,CMS PostHem Vs. CMS PreHem
ENSG00000114166,-0.444322168069909,7.41389869098444,0.196179708657932,1,CMS PostHem Vs. CMS PreHem
ENSG00000172270,-0.476725897172573,9.19043225548377,0.196309409126684,1,CMS PostHem Vs. CMS PreHem
ENSG00000259380,0.245366313235703,7.6574566822906,0.198346626342706,1,CMS PostHem Vs. CMS PreHem
ENSG00000124098,-0.630987059679921,8.09817533541151,0.198635588964731,1,CMS PostHem Vs. CMS PreHem
ENSG00000143321,-0.426449929390759,7.5869419609127,0.198986410242722,1,CMS PostHem Vs. CMS PreHem
ENSG00000186716,0.379033446005578,5.82019364756017,0.19909745083786,1,CMS PostHem Vs. CMS PreHem
ENSG00000153250,0.13744496232808,6.74260496087092,0.200352709105548,1,CMS PostHem Vs. CMS PreHem
ENSG00000197111,-0.278490726554929,7.13248048753542,0.200590827597915,1,CMS PostHem Vs. CMS PreHem
ENSG00000173200,0.337728275802781,6.07085771902936,0.201122564214573,1,CMS PostHem Vs. CMS PreHem
ENSG00000119397,0.223844870765068,6.42385038759991,0.203616239449428,1,CMS PostHem Vs. CMS PreHem
ENSG00000181458,0.245605212474999,7.64581218616953,0.203757346491304,1,CMS PostHem Vs. CMS PreHem
ENSG00000118689,-0.508686596373844,8.44373789768744,0.203868976163717,1,CMS PostHem Vs. CMS PreHem
ENSG00000150867,-0.43946084028902,8.87302217717361,0.204197807146779,1,CMS PostHem Vs. CMS PreHem
ENSG00000287933,0.239143752454985,7.1181996844909,0.204273999368827,1,CMS PostHem Vs. CMS PreHem
ENSG00000111540,-0.170599228487178,6.56422463298607,0.204600885472907,1,CMS PostHem Vs. CMS PreHem
ENSG00000119950,-0.584563530858997,7.81940246458958,0.206222322851132,1,CMS PostHem Vs. CMS PreHem
ENSG00000100614,-0.311512829511219,7.93174037934945,0.206918753906229,1,CMS PostHem Vs. CMS PreHem
ENSG00000130821,-0.569622179932543,6.84915359262523,0.207253311503025,1,CMS PostHem Vs. CMS PreHem
ENSG00000249614,0.273144187756956,6.70997619715592,0.207431327838487,1,CMS PostHem Vs. CMS PreHem
ENSG00000181722,0.237255991695765,6.83957339325058,0.207593076893639,1,CMS PostHem Vs. CMS PreHem
ENSG00000107372,-0.147627008383691,6.9238597115866,0.208107764782159,1,CMS PostHem Vs. CMS PreHem
ENSG00000187837,-0.308482261402024,6.6923646344571,0.209174073422108,1,CMS PostHem Vs. CMS PreHem
ENSG00000007968,-0.518078754078774,6.533353040726,0.211603622840828,1,CMS PostHem Vs. CMS PreHem
ENSG00000130227,-0.323979152430149,6.5847762406881,0.212015323223271,1,CMS PostHem Vs. CMS PreHem
ENSG00000221944,0.173145715988792,7.01758344257202,0.212570392198007,1,CMS PostHem Vs. CMS PreHem
ENSG00000155313,0.163717230184118,6.53581470272032,0.212726583257348,1,CMS PostHem Vs. CMS PreHem
ENSG00000123405,-0.346198069924776,7.39252005618155,0.212732148027428,1,CMS PostHem Vs. CMS PreHem
ENSG00000132716,-0.138618270722551,6.48146702930833,0.213771910787197,1,CMS PostHem Vs. CMS PreHem
ENSG00000165406,-0.525697799874102,9.52856069389682,0.214105954059425,1,CMS PostHem Vs. CMS PreHem
ENSG00000138378,0.389418739857,5.9061777680611,0.215087764432067,1,CMS PostHem Vs. CMS PreHem
ENSG00000087274,-0.19474131295983,7.85439166286017,0.217131879910149,1,CMS PostHem Vs. CMS PreHem
ENSG00000172331,-0.723859423704282,7.66888653333722,0.217600532091211,1,CMS PostHem Vs. CMS PreHem
ENSG00000057757,-0.590671119459632,7.28037020167806,0.217868968822299,1,CMS PostHem Vs. CMS PreHem
ENSG00000103342,-0.433666940888625,8.56973703118084,0.219037848034362,1,CMS PostHem Vs. CMS PreHem
ENSG00000159346,-0.516197867263167,10.061914675634,0.220006086082287,1,CMS PostHem Vs. CMS PreHem
ENSG00000164483,0.434350625908322,5.83469584322456,0.220899340213336,1,CMS PostHem Vs. CMS PreHem
ENSG00000170144,0.223670777308105,6.46394459691402,0.220969722519185,1,CMS PostHem Vs. CMS PreHem
ENSG00000281344,0.251775256079556,8.99129617566117,0.221361183642015,1,CMS PostHem Vs. CMS PreHem
ENSG00000286219,0.273335464737692,6.35792722457597,0.22185949265545,1,CMS PostHem Vs. CMS PreHem
ENSG00000137193,-0.35331923845486,8.47774669940031,0.223104579855469,1,CMS PostHem Vs. CMS PreHem
ENSG00000082146,-0.547548650074048,8.98948686518698,0.223460699823785,1,CMS PostHem Vs. CMS PreHem
ENSG00000148634,0.159919884445531,6.38577594712936,0.224325057363959,1,CMS PostHem Vs. CMS PreHem
ENSG00000196961,-0.378588896295024,7.46865382326022,0.224796525932022,1,CMS PostHem Vs. CMS PreHem
ENSG00000132819,-0.453920853452022,9.1856373139307,0.224973057207652,1,CMS PostHem Vs. CMS PreHem
ENSG00000105701,-0.450217859581879,10.3697049101027,0.225156474040311,1,CMS PostHem Vs. CMS PreHem
ENSG00000163864,0.255753446560583,8.4431895593346,0.225277297597727,1,CMS PostHem Vs. CMS PreHem
ENSG00000158856,-0.494581342633924,8.46081310449724,0.226523145798343,1,CMS PostHem Vs. CMS PreHem
ENSG00000115523,0.552292560723423,8.29513485327714,0.226877844056588,1,CMS PostHem Vs. CMS PreHem
ENSG00000132471,-0.365760331624806,7.13736389851415,0.227465138655679,1,CMS PostHem Vs. CMS PreHem
ENSG00000197536,0.224955629359151,6.77650961281716,0.227559925099504,1,CMS PostHem Vs. CMS PreHem
ENSG00000287277,0.24174171785334,7.68515149001525,0.227873499890207,1,CMS PostHem Vs. CMS PreHem
ENSG00000158195,-0.264246062008881,7.54581348339232,0.228868876985657,1,CMS PostHem Vs. CMS PreHem
ENSG00000241743,0.244774769229843,9.16217343670466,0.228885096953715,1,CMS PostHem Vs. CMS PreHem
ENSG00000286147,0.293649618669996,8.3136013041731,0.230411872230366,1,CMS PostHem Vs. CMS PreHem
ENSG00000223609,-0.892208975320397,6.81005702457474,0.230977730674571,1,CMS PostHem Vs. CMS PreHem
ENSG00000163564,0.391996673805668,5.85150004082805,0.231101929117715,1,CMS PostHem Vs. CMS PreHem
ENSG00000055208,-0.195458077880421,6.35151422743121,0.231305848527392,1,CMS PostHem Vs. CMS PreHem
ENSG00000086730,-0.254633940850002,6.5286780394093,0.233474967909813,1,CMS PostHem Vs. CMS PreHem
ENSG00000138767,0.198236899140678,7.27588047511496,0.233499001162716,1,CMS PostHem Vs. CMS PreHem
ENSG00000013306,-0.476127881527341,10.5672929810699,0.233810611112119,1,CMS PostHem Vs. CMS PreHem
ENSG00000166947,-0.5951784029857,6.97207671163049,0.234021727956925,1,CMS PostHem Vs. CMS PreHem
ENSG00000047597,-0.727859767587006,5.87258267473031,0.234214787399835,1,CMS PostHem Vs. CMS PreHem
ENSG00000282885,-0.427122228761863,6.441773762579,0.234440133183122,1,CMS PostHem Vs. CMS PreHem
ENSG00000188738,0.291233168914235,6.15697932900687,0.235008830784856,1,CMS PostHem Vs. CMS PreHem
ENSG00000133106,0.572512226489655,5.05033043234359,0.23595536300879,1,CMS PostHem Vs. CMS PreHem
ENSG00000198589,0.24073680882989,7.42783707411335,0.236760606442885,1,CMS PostHem Vs. CMS PreHem
ENSG00000166783,-0.26731258821651,7.81249067464209,0.23915913240755,1,CMS PostHem Vs. CMS PreHem
ENSG00000077238,-0.301450371440605,6.74029759272911,0.240394501698405,1,CMS PostHem Vs. CMS PreHem
ENSG00000211893,-0.799270068532325,5.49254219184624,0.240521521475248,1,CMS PostHem Vs. CMS PreHem
ENSG00000090238,-0.311400787919477,7.55912742832319,0.241414061157864,1,CMS PostHem Vs. CMS PreHem
ENSG00000107771,0.246481068065424,6.19675907951626,0.243244908088884,1,CMS PostHem Vs. CMS PreHem
ENSG00000224078,0.217745648204429,7.63196148434521,0.244008563178177,1,CMS PostHem Vs. CMS PreHem
ENSG00000115828,-0.438857733990506,5.7822723324836,0.244264646403123,1,CMS PostHem Vs. CMS PreHem
ENSG00000105063,-0.179453614017417,6.93680496486032,0.244270571548999,1,CMS PostHem Vs. CMS PreHem
ENSG00000172673,0.489146824547258,5.91069163015205,0.244972583608365,1,CMS PostHem Vs. CMS PreHem
ENSG00000173230,0.129384554547501,6.83373601010484,0.24555093756589,1,CMS PostHem Vs. CMS PreHem
ENSG00000066926,-0.68805377391022,7.68440454144882,0.245810666484648,1,CMS PostHem Vs. CMS PreHem
ENSG00000061987,0.172271581444933,6.75368986743449,0.246942378935392,1,CMS PostHem Vs. CMS PreHem
ENSG00000114857,0.20313381976005,7.83905755943382,0.246993568369259,1,CMS PostHem Vs. CMS PreHem
ENSG00000133131,0.230693021398394,6.48511820431634,0.247992854326088,1,CMS PostHem Vs. CMS PreHem
ENSG00000183354,0.159418893233942,6.44929301970587,0.249254725587322,1,CMS PostHem Vs. CMS PreHem
ENSG00000223546,0.23907940460919,6.33633735383726,0.250278027689681,1,CMS PostHem Vs. CMS PreHem
ENSG00000115993,-0.411557934885917,7.5469175342558,0.250472726086927,1,CMS PostHem Vs. CMS PreHem
ENSG00000166046,-0.304852853964959,7.26426344472056,0.251777508265739,1,CMS PostHem Vs. CMS PreHem
ENSG00000170525,-0.407978580114852,5.72522668039429,0.25182462679394,1,CMS PostHem Vs. CMS PreHem
ENSG00000078304,0.204821341815534,7.82091176222548,0.252311543545451,1,CMS PostHem Vs. CMS PreHem
ENSG00000129003,0.241025199869283,8.37858552714303,0.252952198393962,1,CMS PostHem Vs. CMS PreHem
ENSG00000135362,0.352350265683034,6.1408207647926,0.253426236874177,1,CMS PostHem Vs. CMS PreHem
ENSG00000138641,0.171038064994247,6.63952859561582,0.253535840386261,1,CMS PostHem Vs. CMS PreHem
ENSG00000040933,0.204336203668666,7.5215395631006,0.254029324325126,1,CMS PostHem Vs. CMS PreHem
ENSG00000197969,0.2635570440267,6.51971912119374,0.254055889474008,1,CMS PostHem Vs. CMS PreHem
ENSG00000163421,-0.55331902286955,5.98203268028962,0.255279568808002,1,CMS PostHem Vs. CMS PreHem
ENSG00000160932,0.440655294252461,5.48015970418654,0.255390286963333,1,CMS PostHem Vs. CMS PreHem
ENSG00000150681,-0.250799792454628,6.42210444057212,0.256153427910255,1,CMS PostHem Vs. CMS PreHem
ENSG00000075413,-0.205503495419522,6.9561813989106,0.259283762688456,1,CMS PostHem Vs. CMS PreHem
ENSG00000063854,-0.370737598924962,6.72324525613367,0.260066905115464,1,CMS PostHem Vs. CMS PreHem
ENSG00000166439,0.112772114852785,7.00337012469831,0.260270705002759,1,CMS PostHem Vs. CMS PreHem
ENSG00000097033,-0.141939789223506,6.77618269367166,0.260759909744183,1,CMS PostHem Vs. CMS PreHem
ENSG00000161011,-0.180091163636599,7.21311617218017,0.261419818120186,1,CMS PostHem Vs. CMS PreHem
ENSG00000167671,-0.386668174854556,8.5606250715911,0.263191559824043,1,CMS PostHem Vs. CMS PreHem
ENSG00000159023,-0.456222132946614,10.7500343269384,0.263269067019499,1,CMS PostHem Vs. CMS PreHem
ENSG00000120899,-0.134737677419058,7.71624670808715,0.263419843664917,1,CMS PostHem Vs. CMS PreHem
ENSG00000150593,0.145072613338776,6.79836691766424,0.263559615922561,1,CMS PostHem Vs. CMS PreHem
ENSG00000065883,0.150354594360673,7.20600136783428,0.263592079644771,1,CMS PostHem Vs. CMS PreHem
ENSG00000100380,-0.28300160461016,7.08638663919661,0.264901129591562,1,CMS PostHem Vs. CMS PreHem
ENSG00000152270,0.179875901986789,6.90345757364268,0.264911545641041,1,CMS PostHem Vs. CMS PreHem
ENSG00000178719,-0.376708753910874,7.16072762365835,0.265025401534173,1,CMS PostHem Vs. CMS PreHem
ENSG00000006125,-0.230603961379118,7.12493758698275,0.269409429893528,1,CMS PostHem Vs. CMS PreHem
ENSG00000223653,0.243597985667448,6.12323048203604,0.269865579498576,1,CMS PostHem Vs. CMS PreHem
ENSG00000013374,0.206331383587625,6.29395283244661,0.27145090427984,1,CMS PostHem Vs. CMS PreHem
ENSG00000135164,0.180173342111709,6.61125844086973,0.27210534419125,1,CMS PostHem Vs. CMS PreHem
ENSG00000144674,0.186631534907617,6.61606109158766,0.273094206489386,1,CMS PostHem Vs. CMS PreHem
ENSG00000017797,-0.236952682598746,7.00362565632824,0.273973113002559,1,CMS PostHem Vs. CMS PreHem
ENSG00000049618,0.20853420223694,7.19394005410249,0.276412181485522,1,CMS PostHem Vs. CMS PreHem
ENSG00000196547,-0.213639510169228,6.61983599415753,0.276416985874807,1,CMS PostHem Vs. CMS PreHem
ENSG00000124788,0.164260023409822,6.98908198636333,0.277964215997857,1,CMS PostHem Vs. CMS PreHem
